id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type
e00001,yichang,xiaohongshu,2025-07-17T10:09:26+08:00,2025-07-17T10:09:26+08:00,,,0,,,,0.167,,0.0,,0.475,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.53928120352141,30.23244056171839,551911.93,3346003.47,,background
e00002,yichang,dianping,2025-07-16T18:08:39+08:00,2025-07-16T18:08:39+08:00,,,0,,,,0.167,,0.0,,0.472,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.53922209157632,30.23349993713376,551905.68,3346120.88,,background
e00003,yichang,dianping,2025-07-18T04:49:43+08:00,2025-07-18T04:49:43+08:00,也就那样吧,"那样,打卡",5,urban_operation,event,好奇,0.525,neutral,0.49,high,0.603,True,宜昌,relevant,体育休闲服务,3,0,医疗保健用品,,T2,自然之声助听器(宜昌西陵店),core,general,venue,,111.27718912629304,30.706892562189097,526553.42,3398511.2,自然之声助听器(宜昌西陵店),体育休闲服务
e00004,yichang,xiaohongshu,2025-07-12T14:44:02+08:00,2025-07-12T14:44:02+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_operation,service,失望,1.0,negative,0.62,high,0.575,True,宜昌,relevant,城市生活,1,0,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.27786415216522,30.707638231875766,526617.88,3398594.02,,core
e00005,yichang,meituan,2025-07-16T17:12:56+08:00,2025-07-16T17:12:56+08:00,活动结束垃圾满地没人扫，太乱,"太乱,满地,垃圾,没人,结束,冷饮",14,urban_operation,event,失望,1.0,negative,0.95,low,0.611,True,宜昌,relevant,体育休闲服务,19,0,医疗保健用品,,T2,自然之声助听器(宜昌西陵店),core,general,venue,,111.27722554184385,30.706858165311726,526556.92,3398507.39,自然之声助听器(宜昌西陵店),体育休闲服务
e00006,yichang,12345,2025-07-17T12:45:43+08:00,2025-07-17T12:45:43+08:00,,,0,,,,0.25,,0.0,,0.471,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.48668736705497,30.353544620178692,546791.59,3359406.17,,background
e00007,yichang,12345,2025-07-14T16:44:51+08:00,2025-07-14T16:44:51+08:00,,,0,,,,0.25,,0.0,,0.451,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.48792322669743,30.354169467759334,546910.11,3359475.95,,background
e00008,yichang,weibo,2025-07-12T22:51:39+08:00,2025-07-12T22:51:39+08:00,,,0,,,,0.25,,0.0,,0.431,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.48721723633147,30.353119895333425,546842.73,3359359.3,,background
e00009,yichang,weibo,2025-07-16T12:10:23+08:00,2025-07-16T12:10:23+08:00,,,0,,,,0.25,,0.0,,0.455,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.48771324302547,30.35361987226436,546890.18,3359414.93,,background
e00010,yichang,xiaohongshu,2025-07-18T19:29:00+08:00,2025-07-18T19:29:00+08:00,,,0,,,,0.583,,0.0,,0.47,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.96986973613426,30.833197891908362,497117.43,3412481.69,,background
e00011,yichang,dianping,2025-07-14T15:01:47+08:00,2025-07-14T15:01:47+08:00,,,0,,,,0.583,,0.0,,0.477,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.97110614899388,30.832586905628613,497235.7,3412413.92,,background
e00012,yichang,dianping,2025-07-12T11:04:20+08:00,2025-07-12T11:04:20+08:00,,,0,,,,0.583,,0.0,,0.467,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.9696896944002,30.832055016246517,497100.18,3412354.99,,background
e00013,yichang,meituan,2025-07-14T08:16:57+08:00,2025-07-14T08:16:57+08:00,,,0,,,,0.583,,0.0,,0.455,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.97067406948186,30.832789721497505,497194.37,3412436.42,,background
e00014,yichang,meituan,2025-07-17T06:06:01+08:00,2025-07-17T06:06:01+08:00,,,0,,,,0.583,,0.0,,0.457,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.96951895807553,30.832898066020427,497083.87,3412448.46,,background
e00015,yichang,dianping,2025-07-19T00:40:06+08:00,2025-07-19T00:40:06+08:00,,,0,,,,0.167,,0.0,,0.458,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.4826209993265,30.519456047873998,450341.73,3377812.51,,background
e00016,yichang,weibo,2025-07-17T07:40:02+08:00,2025-07-17T07:40:02+08:00,,,0,,,,0.167,,0.0,,0.48,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.57707242068324,30.52633496005509,555383.86,3378602.93,,background
e00017,yichang,12345,2025-07-17T06:30:22+08:00,2025-07-17T06:30:22+08:00,,,0,,,,0.167,,0.0,,0.435,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.57772195343415,30.527014953471742,555445.81,3378678.63,,background
e00018,yichang,meituan,2025-07-14T09:20:16+08:00,2025-07-14T09:20:16+08:00,,,0,,,,0.25,,0.0,,0.434,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,110.63879065046243,30.626655570955858,465369.19,3389638.63,,background
e00019,yichang,weibo,2025-07-17T14:25:01+08:00,2025-07-17T14:25:01+08:00,,,0,,,,0.1,,0.0,,0.46,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.27268679079936,30.503470763141046,526176.76,3375958.12,,background
e00020,yichang,weibo,2025-07-15T07:30:53+08:00,2025-07-15T07:30:53+08:00,,,0,,,,0.1,,0.0,,0.452,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.72587155932388,30.429488589393618,569734.02,3367948.55,,background
e00021,yichang,dianping,2025-07-13T13:04:22+08:00,2025-07-13T13:04:22+08:00,,,0,,,,0.1,,0.0,,0.465,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.72616209979289,30.43092597202354,569760.91,3368108.08,,background
e00022,yichang,12345,2025-07-14T05:56:31+08:00,2025-07-14T05:56:31+08:00,一般般,一般般,3,urban_renewal,service,好奇,0.117,neutral,0.26,medium,0.574,True,宜昌,relevant,城市生活,10,0,,,T2,2025-07 暑假周末·年轻人涌入,core,general,general,,111.33345968883063,30.6560102278381,531960.65,3392884.8,,core
e00023,yichang,dianping,2025-07-15T02:13:52+08:00,2025-07-15T02:13:52+08:00,,,0,,,,0.75,,0.0,,0.438,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.77944726836773,30.826704945081683,574575.91,3412021.4,,background
e00024,yichang,dianping,2025-07-17T21:59:34+08:00,2025-07-17T21:59:34+08:00,,,0,,,,0.75,,0.0,,0.432,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.78027035251095,30.827385249234727,574654.14,3412097.38,,background
e00025,yichang,meituan,2025-07-16T13:09:07+08:00,2025-07-16T13:09:07+08:00,,,0,,,,0.75,,0.0,,0.479,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.7799885433096,30.82745230448611,574627.13,3412104.63,,background
e00026,yichang,xiaohongshu,2025-07-18T12:09:32+08:00,2025-07-18T12:09:32+08:00,,,0,,,,0.75,,0.0,,0.45,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.77935449175868,30.8271054765898,574566.73,3412065.75,,background
e00027,yichang,12345,2025-07-13T02:21:48+08:00,2025-07-13T02:21:48+08:00,,,0,,,,0.75,,0.0,,0.481,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.77969618446122,30.826215983063005,574600.11,3411967.36,,background
e00028,yichang,dianping,2025-07-19T19:24:12+08:00,2025-07-19T19:24:12+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_renewal,service,满足,1.0,positive,0.69,low,0.549,True,宜昌,relevant,商务住宅,0,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34601297918908,30.644806320852734,533167.66,3391646.32,江山多娇三期,商务住宅
e00029,yichang,weibo,2025-07-18T13:47:38+08:00,2025-07-18T13:47:38+08:00,小区环境一般,"小区,环境,一般,冷饮",6,urban_renewal,service,好奇,0.992,neutral,0.33,low,0.555,True,宜昌,relevant,商务住宅,1,12,住宅小区,,T2,江天一色,core,general,residential,,111.34589232807888,30.643953185283806,533156.39,3391551.7,江天一色,商务住宅
e00030,yichang,12345,2025-07-12T21:13:50+08:00,2025-07-12T21:13:50+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,愤怒,1.0,negative,1.0,low,0.55,True,宜昌,relevant,商务住宅,4,2,住宅小区,,T2,江天一色,core,general,residential,,111.3459332746106,30.644008855901863,533160.29,3391557.89,江天一色,商务住宅
e00031,yichang,xiaohongshu,2025-07-18T19:43:53+08:00,2025-07-18T19:43:53+08:00,小区环境一般,"小区,环境,一般,夜经济",6,urban_operation,facility,中性,0.992,neutral,0.49,low,0.583,True,宜昌,relevant,商务住宅,15,5,住宅小区,,T2,江山多娇三期,core,general,residential,社区服务配套,111.34506868001105,30.64460945517817,533077.21,3391624.22,江山多娇三期,商务住宅
e00032,yichang,xiaohongshu,2025-07-16T07:04:07+08:00,2025-07-16T07:04:07+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_renewal,service,期待,1.0,positive,0.96,high,0.588,True,宜昌,relevant,商务住宅,2,1,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34444301667077,30.644612719426647,533017.24,3391624.4,江山多娇三期,商务住宅
e00033,yichang,xiaohongshu,2025-07-18T23:35:47+08:00,2025-07-18T23:35:47+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_operation,service,满足,1.0,positive,0.69,low,0.579,True,宜昌,relevant,商务住宅,5,4,住宅小区,,T2,江天一色,core,general,residential,,111.34580981756818,30.64387930461993,533148.5,3391543.49,江天一色,商务住宅
e00034,yichang,meituan,2025-07-16T21:52:43+08:00,2025-07-16T21:52:43+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区",11,urban_renewal,service,愤怒,1.0,negative,0.64,medium,0.58,True,宜昌,relevant,商务住宅,6,0,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34588920623047,30.644390954948015,533155.94,3391600.24,江山多娇三期,商务住宅
e00035,yichang,meituan,2025-07-13T19:38:11+08:00,2025-07-13T19:38:11+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区,年轻人",11,urban_renewal,service,愤怒,1.0,negative,0.84,low,0.612,True,宜昌,relevant,商务住宅,7,7,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34560158736686,30.645194354379722,533128.09,3391689.22,江山多娇三期,商务住宅
e00036,yichang,weibo,2025-07-17T06:51:21+08:00,2025-07-17T06:51:21+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验,夜经济",12,urban_renewal,service,喜爱,1.0,positive,0.68,medium,0.57,True,宜昌,relevant,商务住宅,1,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34604334517955,30.64467613077017,533170.62,3391631.9,江山多娇三期,商务住宅
e00037,yichang,meituan,2025-07-12T15:34:11+08:00,2025-07-12T15:34:11+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_renewal,service,满足,1.0,positive,0.9,medium,0.572,True,宜昌,relevant,商务住宅,23,1,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34480178679104,30.644942157196017,533051.51,3391661.02,江山多娇三期,商务住宅
e00038,yichang,xiaohongshu,2025-07-17T11:56:49+08:00,2025-07-17T11:56:49+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_renewal,service,失望,1.0,negative,0.68,low,0.546,True,宜昌,relevant,商务住宅,19,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34493795879656,30.643987290334262,533064.89,3391555.2,江山多娇三期,商务住宅
e00039,yichang,weibo,2025-07-19T18:45:20+08:00,2025-07-19T18:45:20+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_renewal,service,喜爱,1.0,positive,0.66,high,0.547,True,宜昌,relevant,商务住宅,0,2,住宅小区,,T2,江山多娇三期,core,general,residential,,111.34435296770354,30.64454760291733,533008.63,3391617.15,江山多娇三期,商务住宅
e00040,yichang,weibo,2025-07-14T15:09:30+08:00,2025-07-14T15:09:30+08:00,,,0,,,,0.25,,0.0,,0.435,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.45027705458944,30.375563282990306,543281.26,3361832.7,,background
e00041,yichang,12345,2025-07-15T23:52:27+08:00,2025-07-15T23:52:27+08:00,,,0,,,,0.1,,0.0,,0.481,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.56352999071696,30.54750761224425,554072.39,3380943.64,,background
e00042,yichang,meituan,2025-07-12T08:18:06+08:00,2025-07-12T08:18:06+08:00,,,0,,,,0.1,,0.0,,0.482,True,宜昌,,,0,0,,,T2,,outside_cc,general,,,111.56307326301093,30.547997105717485,554028.29,3380997.69,,background
