id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,narrative_zone,topic,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e00002,yichang,xiaohongshu,2026-05-05T02:31:24+08:00,2026-05-05T02:31:24+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_operation,service,期待,1.0,positive,1.0,medium,0.577,True,宜昌,relevant,城市生活,12,4,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,general,,111.3821,30.6808,536614.0,3.3956432e+06,,core,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e00003,yichang,weibo,2026-05-05T18:21:59+08:00,2026-05-05T18:21:59+08:00,普通,普通,2,urban_operation,culture,中性,0.242,neutral,0.242,high,0.592,True,宜昌,relevant,科教文化服务,1,3,图书馆,,T3,宜昌市西陵区图书馆,core,riverside,general,,111.277,30.7074,526530.6,3.398568e+06,宜昌市西陵区图书馆,科教文化服务,0.53,Neutral,0.02,其他,其他,,
e00004,yichang,xiaohongshu,2026-05-04T23:00:34+08:00,2026-05-04T23:00:34+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_operation,event,愤怒,0.8,negative,0.8,low,0.609,True,宜昌,relevant,体育休闲服务,3,3,医疗保健用品,,T3,自然之声助听器(宜昌西陵店),core,general,venue,,111.2771,30.7069,526547.1,3.3985168e+06,自然之声助听器(宜昌西陵店),体育休闲服务,0.2,Very Negative,0.1,不满抱怨,不满抱怨,,
e00005,yichang,xiaohongshu,2026-05-01T06:21:19+08:00,2026-05-01T06:21:19+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,event,失望,0.98,negative,0.98,low,0.559,True,宜昌,relevant,科教文化服务,4,15,图书馆,,T3,宜昌市西陵区图书馆,core,riverside,general,施工扰民,111.277,30.708,526534.25,3.398637e+06,宜昌市西陵区图书馆,科教文化服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e00006,yichang,xiaohongshu,2026-05-05T15:31:59+08:00,2026-05-05T15:31:59+08:00,灯光秀很震撼，点赞,"点赞,震撼,灯光",9,urban_operation,event,期待,1.0,positive,1.0,high,0.59,True,宜昌,relevant,体育休闲服务,0,0,医疗保健用品,,T3,自然之声助听器(宜昌西陵店),core,general,venue,夜经济,111.2774,30.7065,526576.06,3.398469e+06,自然之声助听器(宜昌西陵店),体育休闲服务,1.0,Very Positive,0.09,喜悦满意,喜悦满意,,
e00007,yichang,xiaohongshu,2026-05-06T06:04:13+08:00,2026-05-06T06:04:13+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_governance,service,失望,1.0,negative,1.0,medium,0.562,True,宜昌,relevant,城市生活,2,3,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,general,,111.2776,30.7073,526589.25,3.3985572e+06,,core,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e00008,yichang,xiaohongshu,2026-05-02T21:05:23+08:00,2026-05-02T21:05:23+08:00,没什么特别,"没什么,特别",5,urban_operation,culture,中性,0.256,neutral,0.256,low,0.558,True,宜昌,relevant,科教文化服务,10,2,图书馆,,T3,宜昌市西陵区图书馆,core,riverside,general,,111.2769,30.7079,526524.7,3.3986208e+06,宜昌市西陵区图书馆,科教文化服务,0.46,Neutral,0.05,其他,其他,,
e00009,yichang,meituan,2026-05-06T13:05:33+08:00,2026-05-06T13:05:33+08:00,社区物业响应及时，点赞,"点赞,社区,响应,物业,及时",11,urban_operation,environment,期待,0.73,positive,0.73,high,0.564,True,宜昌,relevant,商务住宅,0,0,商住两用楼宇,,T3,亚洲广场,core,general,residential,,111.2777,30.7067,526605.4,3.3984932e+06,亚洲广场,商务住宅,0.69,Positive,0.11,喜悦满意,喜悦满意,,
e00010,yichang,xiaohongshu,2026-05-01T13:23:19+08:00,2026-05-01T13:23:19+08:00,小区绿化维护得好，住着舒心,"舒心,绿化,小区,维护",13,urban_renewal,environment,满足,0.88,positive,0.88,low,0.576,True,宜昌,relevant,科教文化服务,14,2,图书馆,,T3,宜昌市西陵区图书馆,core,riverside,general,,111.277,30.7078,526536.3,3.3986138e+06,宜昌市西陵区图书馆,科教文化服务,0.84,Very Positive,0.13,喜悦满意,喜悦满意,,
e00020,yichang,xiaohongshu,2026-05-01T18:10:12+08:00,2026-05-01T18:10:12+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,失望,0.83,negative,0.83,low,0.427,True,宜昌,relevant,城市生活,6,3,,,T3,2026-05 五一·大南门建成文旅爆满,central_outer,general,general,,111.4917,30.7501,547077.3,3.4033728e+06,,central_outer,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e00021,yichang,dianping,2026-05-05T23:15:16+08:00,2026-05-05T23:15:16+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_renewal,facility,喜爱,1.0,positive,1.0,low,0.424,True,宜昌,relevant,城市生活,13,4,,,T3,2026-05 五一·大南门建成文旅爆满,central_outer,general,general,,111.4904,30.7496,546956.0,3.4033188e+06,,central_outer,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e00030,yichang,meituan,2026-05-03T23:03:54+08:00,2026-05-03T23:03:54+08:00,下水道臭气熏天没人管，失望,"臭气熏天,没人管,下水道,失望",13,urban_renewal,service,愤怒,1.0,negative,1.0,high,0.431,True,宜昌,relevant,城市生活,0,5,,,T3,2026-05 五一·大南门建成文旅爆满,central_outer,general,general,,111.5829,30.3482,556047.5,3.3588625e+06,,central_outer,0.0,Very Negative,0.13,失望厌恶,失望厌恶,,
e00035,yichang,xiaohongshu,2026-05-04T18:31:33+08:00,2026-05-04T18:31:33+08:00,充电桩坏了好几个一直没人修,"没人修,充电,好几个,一直",13,urban_operation,facility,失望,1.0,negative,1.0,medium,0.441,True,猇亭区,relevant,生活服务,8,0,生活服务,,T3,理发店·猇亭区1373,central_outer,general,general,,111.4274,30.5458,541006.8,3.3806972e+06,理发店·猇亭区1373,生活服务,0.04,Very Negative,0.13,不满抱怨,不满抱怨,,
e00043,yichang,dianping,2026-05-03T13:58:13+08:00,2026-05-03T13:58:13+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,失望,1.0,negative,1.0,low,0.586,True,宜昌,relevant,商务住宅,0,2,住宅小区,,T3,江山多娇三期,core,general,residential,,111.3447,30.6446,533046.2,3.39162e+06,江山多娇三期,商务住宅,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e00044,yichang,meituan,2026-05-01T11:47:24+08:00,2026-05-01T11:47:24+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_governance,service,愤怒,1.0,negative,1.0,high,0.541,True,宜昌,relevant,商务住宅,5,1,住宅小区,,T3,江山多娇三期,core,general,residential,,111.3455,30.6445,533118.9,3.3916072e+06,江山多娇三期,商务住宅,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e00045,yichang,dianping,2026-05-05T11:15:37+08:00,2026-05-05T11:15:37+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.591,True,宜昌,relevant,商务住宅,18,3,住宅小区,,T3,江天一色,core,general,residential,,111.3461,30.6442,533172.6,3.3915742e+06,江天一色,商务住宅,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e00046,yichang,meituan,2026-05-05T21:24:22+08:00,2026-05-05T21:24:22+08:00,小区环境一般,"小区,环境,一般",6,urban_renewal,service,好奇,0.27,neutral,0.27,medium,0.562,True,宜昌,relevant,商务住宅,4,1,住宅小区,,T3,江天一色,core,general,residential,社区服务配套,111.3461,30.6442,533178.0,3.3915818e+06,江天一色,商务住宅,0.55,Neutral,0.06,其他,其他,,
e00047,yichang,dianping,2026-05-02T16:24:46+08:00,2026-05-02T16:24:46+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.6,True,宜昌,relevant,商务住宅,22,4,住宅小区,,T3,江山多娇三期,core,general,residential,,111.3462,30.6448,533182.0,3.3916418e+06,江山多娇三期,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e00048,yichang,xiaohongshu,2026-05-03T15:32:53+08:00,2026-05-03T15:32:53+08:00,邻居们相处融洽，社区氛围好,"邻居们,融洽,相处,氛围,社区",13,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.554,True,宜昌,relevant,商务住宅,5,1,住宅小区,,T3,江山多娇三期,core,general,residential,,111.3446,30.6449,533033.75,3.391654e+06,江山多娇三期,商务住宅,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e00049,yichang,dianping,2026-05-04T11:42:45+08:00,2026-05-04T11:42:45+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_renewal,service,期待,0.9,positive,0.9,low,0.589,True,宜昌,relevant,商务住宅,21,0,住宅小区,,T3,江山多娇三期,core,general,residential,,111.3446,30.645,533027.9,3.3916682e+06,江山多娇三期,商务住宅,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e00050,yichang,xiaohongshu,2026-05-06T13:09:14+08:00,2026-05-06T13:09:14+08:00,物业不作为，投诉没人理,"人理,投诉,物业,作为",11,urban_renewal,service,愤怒,1.0,negative,1.0,medium,0.576,True,宜昌,relevant,商务住宅,16,1,住宅小区,,T3,江山多娇三期,core,general,residential,,111.3454,30.6448,533108.06,3.3916505e+06,江山多娇三期,商务住宅,0.0,Very Negative,0.11,不满抱怨,不满抱怨,,
e00055,yichang,meituan,2026-05-02T03:58:18+08:00,2026-05-02T03:58:18+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_planning,environment,愤怒,1.0,negative,1.0,high,0.577,True,宜昌,relevant,城市生活,12,2,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,riverside,噪音,111.3329,30.7324,531878.3,3.4013505e+06,,core,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e00056,yichang,dianping,2026-05-03T16:51:04+08:00,2026-05-03T16:51:04+08:00,老字号保护得好，有传承,"老字号,传承,保护",11,urban_operation,culture,喜爱,1.0,positive,1.0,low,0.538,True,宜昌,relevant,城市生活,11,3,,,T3,2026-05 五一·大南门建成文旅爆满,core,general,riverside,,111.333,30.7314,531892.2,3.4012422e+06,,core,0.99,Very Positive,0.11,怀旧认同,怀旧认同,,
